,address_id,place_type_id,room_type_id,number_of_persons_id,number_of_offers,average_rating,max_rating,min_rating
555,142,7,1477,2,1,9.5,9.5,9.5
556,142,7,197,1,1,8.9,8.9,8.9
557,142,7,1018,1,1,8.9,8.9,8.9
558,142,7,527,1,1,9.5,9.5,9.5
559,142,7,1021,3,1,9.3,9.3,9.3
560,83,7,937,2,1,9.6,9.6,9.6
561,83,7,692,3,1,9.6,9.6,9.6
562,83,7,309,2,1,9.6,9.6,9.6
563,83,7,394,2,1,9.6,9.6,9.6
564,83,7,1392,2,1,9.6,9.6,9.6
565,82,7,512,1,1,9.3,9.3,9.3
566,82,7,430,3,1,9.3,9.3,9.3
567,82,7,720,1,1,9.3,9.3,9.3
568,82,7,842,1,1,9.3,9.3,9.3
569,82,7,1669,1,1,9.3,9.3,9.3
570,80,7,309,1,1,9.5,9.5,9.5
571,80,7,120,1,1,9.5,9.5,9.5
572,80,7,737,1,1,9.5,9.5,9.5
573,163,7,951,1,1,8.5,8.5,8.5
574,163,7,1481,5,1,8.5,8.5,8.5
575,107,7,25,1,1,9.2,9.2,9.2
576,60,7,821,1,1,9.2,9.2,9.2
577,60,7,732,2,1,9.1,9.1,9.1
578,60,7,77,2,1,9.6,9.6,9.6
579,60,7,25,1,1,9.0,9.0,9.0
580,60,7,1433,1,1,9.6,9.6,9.6
581,60,7,1463,1,1,9.6,9.6,9.6
582,60,7,1166,3,1,8.1,8.1,8.1
583,60,7,893,1,1,9.3,9.3,9.3
584,60,7,1425,1,1,9.4,9.4,9.4
585,60,7,1659,1,1,8.4,8.4,8.4
586,60,7,692,2,1,8.2,8.2,8.2
587,60,7,612,1,1,9.4,9.4,9.4
588,60,7,1443,15,1,9.1,9.1,9.1
589,60,7,309,0,1,9.4,9.4,9.4
590,60,7,1361,1,1,8.4,8.4,8.4
591,60,7,973,5,1,8.2,8.2,8.2
592,60,7,430,3,1,9.4,9.4,9.4
593,60,7,466,9,1,9.4,9.4,9.4
594,60,7,1094,5,1,9.1,9.1,9.1
595,60,7,824,3,1,9.1,9.1,9.1
596,60,7,141,1,1,9.2,9.2,9.2
597,60,7,1351,1,1,9.1,9.1,9.1
598,60,7,523,2,1,9.6,9.6,9.6
599,60,7,328,1,1,8.2,8.2,8.2
600,60,7,253,3,1,9.3,9.3,9.3
601,60,7,1208,4,1,8.7,8.7,8.7
602,60,7,842,4,1,8.1,8.1,8.1
603,60,7,1472,3,1,8.2,8.2,8.2
604,60,7,567,1,1,8.7,8.7,8.7
605,60,7,384,3,1,9.6,9.6,9.6
606,60,7,62,1,1,9.1,9.1,9.1
607,60,7,1397,0,1,9.4,9.4,9.4
608,60,7,1379,1,1,8.4,8.4,8.4
609,60,7,1015,2,1,8.3,8.3,8.3
610,60,7,626,1,1,9.4,9.4,9.4
611,60,7,394,1,1,9.0,9.0,9.0
612,60,7,90,3,1,9.2,9.2,9.2
613,60,7,136,2,1,9.2,9.2,9.2
614,60,7,1223,4,1,8.2,8.2,8.2
615,60,7,765,2,1,9.2,9.2,9.2
616,60,7,23,3,1,8.1,8.1,8.1
617,60,7,938,2,1,9.4,9.4,9.4
618,60,7,1393,2,1,9.0,9.0,9.0
619,60,7,928,1,1,8.4,8.4,8.4
620,60,7,928,2,1,8.1,8.1,8.1
621,60,7,350,1,1,9.4,9.4,9.4
622,60,7,1021,5,1,9.4,9.4,9.4
623,60,7,753,18,1,8.1,8.1,8.1
624,29,7,1245,1,1,8.6,8.6,8.6
625,29,7,1554,1,1,8.6,8.6,8.6
626,29,7,1073,2,1,8.6,8.6,8.6
627,29,7,1037,1,1,8.6,8.6,8.6
628,29,7,21,1,1,8.6,8.6,8.6
629,29,7,103,3,1,8.6,8.6,8.6
630,29,7,763,4,1,8.6,8.6,8.6
631,29,7,185,2,1,8.6,8.6,8.6
632,29,7,1009,3,1,8.6,8.6,8.6
633,29,7,388,2,1,8.6,8.6,8.6
634,29,7,286,1,1,8.6,8.6,8.6
635,29,7,994,2,1,8.6,8.6,8.6
636,29,7,350,2,1,8.6,8.6,8.6
637,40,7,309,1,1,8.9,8.9,8.9
638,40,7,181,1,1,8.9,8.9,8.9
639,40,7,1614,10,1,8.9,8.9,8.9
640,40,7,394,2,1,8.9,8.9,8.9
641,40,7,1477,2,1,8.9,8.9,8.9
642,164,7,893,1,1,9.5,9.5,9.5
643,164,7,1503,1,1,9.5,9.5,9.5
644,164,7,181,1,1,9.5,9.5,9.5
645,164,7,652,3,1,9.5,9.5,9.5
646,164,7,1477,2,1,9.5,9.5,9.5
647,159,7,1084,2,1,9.2,9.2,9.2
648,159,7,631,3,1,9.7,9.7,9.7
649,159,7,511,14,1,8.5,8.5,8.5
650,159,7,659,14,1,9.2,9.2,9.2
651,159,7,686,3,1,8.5,8.5,8.5
652,159,7,1015,2,1,9.2,9.2,9.2
653,159,7,696,4,1,9.2,9.2,9.2
654,159,7,1011,1,1,9.2,9.2,9.2
655,159,7,938,2,1,9.2,9.2,9.2
656,159,7,595,5,1,9.2,9.2,9.2
657,159,7,840,2,1,9.7,9.7,9.7
658,18,7,769,1,1,8.7,8.7,8.7
659,18,7,1115,2,1,8.7,8.7,8.7
660,18,7,745,3,1,8.4,8.4,8.4
661,18,7,1321,1,1,9.0,9.0,9.0
662,18,7,4,1,1,8.7,8.7,8.7
663,18,7,1374,1,1,9.2,9.2,9.2
664,18,7,26,2,1,9.3,9.3,9.3
665,18,7,376,2,1,9.3,9.3,9.3
666,18,7,101,1,1,9.0,9.0,9.0
667,18,7,607,1,1,8.4,8.4,8.4
668,18,7,612,2,1,8.4,8.4,8.4
669,18,7,371,2,1,9.3,9.3,9.3
670,18,7,1500,3,1,9.3,9.3,9.3
671,18,7,1454,2,1,9.3,9.3,9.3
672,18,7,1493,1,1,9.3,9.3,9.3
673,18,7,322,3,1,9.3,9.3,9.3
674,18,7,1295,1,1,8.4,8.4,8.4
675,18,7,430,3,1,9.3,9.3,9.3
676,18,7,466,11,1,9.3,9.3,9.3
677,18,7,743,9,1,8.4,8.4,8.4
678,18,7,1421,1,1,9.2,9.2,9.2
679,18,7,30,1,1,9.2,9.2,9.2
680,18,7,1527,2,1,8.7,8.7,8.7
681,18,7,1306,1,1,9.0,9.0,9.0
682,18,7,1510,1,1,8.7,8.7,8.7
683,18,7,1029,1,1,8.7,8.7,8.7
684,18,7,1492,3,1,9.0,9.0,9.0
685,18,7,715,2,1,8.7,8.7,8.7
686,18,7,798,1,1,9.3,9.3,9.3
687,18,7,590,1,1,8.7,8.7,8.7
688,18,7,1654,1,1,9.0,9.0,9.0
689,18,7,259,1,1,9.0,9.0,9.0
690,18,7,1611,1,1,9.3,9.3,9.3
691,18,7,1091,1,1,8.7,8.7,8.7
692,18,7,1474,1,1,9.0,9.0,9.0
693,18,7,315,1,1,9.0,9.0,9.0
694,18,7,917,1,1,9.3,9.3,9.3
695,18,7,1559,0,1,8.4,8.4,8.4
696,18,7,394,1,1,9.2,9.2,9.2
697,18,7,542,4,1,9.3,9.3,9.3
698,18,7,1427,1,1,9.3,9.3,9.3
699,18,7,1427,2,1,9.3,9.3,9.3
700,18,7,1427,3,1,9.2,9.2,9.2
701,18,7,1481,1,1,9.3,9.3,9.3
702,18,7,454,2,1,8.4,8.4,8.4
703,18,7,737,1,1,8.4,8.4,8.4
704,18,7,755,3,1,9.0,9.0,9.0
705,18,7,497,1,1,8.7,8.7,8.7
706,115,7,309,1,1,8.4,8.4,8.4
707,115,7,1015,2,1,8.4,8.4,8.4
708,115,7,426,3,1,8.4,8.4,8.4
709,115,7,737,1,1,8.4,8.4,8.4
710,61,7,815,1,1,9.4,9.4,9.4
711,61,7,178,1,1,9.4,9.4,9.4
712,61,7,1125,3,1,9.1,9.1,9.1
713,61,7,1288,1,1,9.1,9.1,9.1
714,61,7,692,4,1,9.2,9.2,9.2
715,61,7,1535,2,1,9.4,9.4,9.4
716,61,7,1285,3,1,9.2,9.2,9.2
717,61,7,1309,3,1,9.3,9.3,9.3
718,61,7,802,2,1,9.2,9.2,9.2
719,61,7,1030,1,1,9.1,9.1,9.1
720,61,7,444,1,1,9.1,9.1,9.1
721,61,7,1584,1,1,9.2,9.2,9.2
722,61,7,882,3,1,8.3,8.3,8.3
723,61,7,1159,0,1,9.4,9.4,9.4
724,61,7,1183,2,1,9.2,9.2,9.2
725,61,7,120,1,1,9.3,9.3,9.3
726,61,7,799,1,1,9.6,9.6,9.6
727,61,7,326,3,1,9.0,9.0,9.0
728,61,7,1662,3,1,9.2,9.2,9.2
729,61,7,1559,0,1,9.6,9.6,9.6
730,61,7,1015,2,1,9.6,9.6,9.6
731,61,7,712,1,1,9.3,9.3,9.3
732,61,7,394,1,1,9.4,9.4,9.4
733,61,7,394,2,1,9.2,9.2,9.2
734,61,7,1532,3,1,9.3,9.3,9.3
735,61,7,1135,1,1,9.4,9.4,9.4
736,61,7,1660,1,1,9.1,9.1,9.1
737,61,7,1477,2,1,9.4,9.4,9.4
738,61,7,737,1,1,8.1,8.1,8.1
739,92,7,309,1,1,8.6,8.6,8.6
740,92,7,493,3,1,8.6,8.6,8.6
741,92,7,120,1,1,8.6,8.6,8.6
742,92,7,928,2,1,8.6,8.6,8.6
743,92,7,737,1,1,8.6,8.6,8.6
744,9,7,404,1,1,8.8,8.8,8.8
745,9,7,910,1,1,8.8,8.8,8.8
746,9,7,181,1,1,8.8,8.8,8.8
747,9,7,973,4,1,8.8,8.8,8.8
748,9,7,511,4,1,8.8,8.8,8.8
749,9,7,918,0,1,8.8,8.8,8.8
750,9,7,498,3,1,8.8,8.8,8.8
751,9,7,1015,2,1,8.8,8.8,8.8
752,5,7,1188,2,1,9.7,9.7,9.7
753,5,7,796,1,1,9.7,9.7,9.7
754,5,7,1659,2,1,9.7,9.7,9.7
755,5,7,973,3,1,9.7,9.7,9.7
756,5,7,132,3,1,8.8,8.8,8.8
757,5,7,1167,3,1,9.7,9.7,9.7
758,5,7,120,1,1,8.8,8.8,8.8
759,5,7,712,1,1,8.8,8.8,8.8
760,5,7,394,5,1,9.7,9.7,9.7
761,5,7,90,3,1,8.8,8.8,8.8
762,5,7,928,2,1,8.8,8.8,8.8
763,5,7,1477,3,1,9.7,9.7,9.7
764,166,7,1220,2,1,9.5,9.5,9.5
765,166,7,88,1,1,9.3,9.3,9.3
766,166,7,796,1,1,9.3,9.3,9.3
767,166,7,1158,0,1,9.3,9.3,9.3
768,166,7,850,0,1,9.3,9.3,9.3
769,166,7,612,2,1,9.3,9.3,9.3
770,166,7,309,1,1,9.5,9.5,9.5
771,166,7,762,1,1,9.5,9.5,9.5
772,166,7,430,1,1,9.5,9.5,9.5
773,166,7,1254,1,1,9.5,9.5,9.5
774,166,7,1616,1,1,9.3,9.3,9.3
775,166,7,1293,4,1,9.3,9.3,9.3
776,166,7,241,3,1,9.3,9.3,9.3
777,166,7,23,2,1,9.5,9.5,9.5
778,105,7,631,1,1,9.1,9.1,9.1
779,105,7,799,1,1,9.1,9.1,9.1
780,57,7,341,0,1,8.7,8.7,8.7
781,57,7,1543,1,1,8.7,8.7,8.7
782,57,7,616,2,1,8.7,8.7,8.7
783,57,7,839,1,1,8.7,8.7,8.7
784,57,7,1090,1,1,8.7,8.7,8.7
785,33,7,1187,1,1,8.9,8.9,8.9
786,33,7,442,1,1,8.9,8.9,8.9
787,33,7,309,1,1,8.9,8.9,8.9
788,33,7,242,1,1,8.9,8.9,8.9
789,33,7,204,0,1,8.9,8.9,8.9
790,33,7,712,1,1,8.9,8.9,8.9
791,33,7,1264,3,1,8.9,8.9,8.9
792,44,7,951,1,1,9.7,9.7,9.7
793,44,7,502,2,1,9.7,9.7,9.7
794,44,7,1607,2,1,9.7,9.7,9.7
795,44,7,1043,1,1,9.7,9.7,9.7
796,44,7,1223,5,1,9.7,9.7,9.7
797,2,7,1150,0,1,9.8,9.8,9.8
798,2,7,1150,1,1,9.8,9.8,9.8
799,2,7,1150,2,1,9.8,9.8,9.8
800,2,7,1150,4,1,9.8,9.8,9.8
801,75,7,796,1,1,8.8,8.8,8.8
802,75,7,778,1,1,8.8,8.8,8.8
803,75,7,762,1,1,8.8,8.8,8.8
804,75,7,928,1,1,8.8,8.8,8.8
805,55,7,309,1,1,9.1,9.1,9.1
806,55,7,882,3,1,9.1,9.1,9.1
807,55,7,204,0,1,9.1,9.1,9.1
808,55,7,928,2,1,9.1,9.1,9.1
809,69,7,430,3,1,8.7,8.7,8.7
810,69,7,120,1,1,8.7,8.7,8.7
811,69,7,1015,2,1,8.7,8.7,8.7
812,69,7,712,2,1,8.7,8.7,8.7
813,4,7,432,3,1,9.2,9.2,9.2
814,4,7,644,1,1,8.9,8.9,8.9
815,4,7,612,2,1,8.9,8.9,8.9
816,4,7,1309,3,1,9.2,9.2,9.2
817,4,7,882,3,1,8.9,8.9,8.9
818,4,7,120,1,1,9.0,9.0,9.0
819,4,7,1015,2,1,9.0,9.0,9.0
820,4,7,1477,2,1,9.3,9.3,9.3
821,145,7,309,1,1,8.7,8.7,8.7
822,145,7,882,3,1,8.7,8.7,8.7
823,145,7,928,2,1,8.7,8.7,8.7
824,145,7,737,1,1,8.7,8.7,8.7
825,144,7,416,2,1,9.4,9.4,9.4
826,144,7,86,1,1,9.4,9.4,9.4
827,144,7,494,2,1,9.4,9.4,9.4
828,144,7,1215,1,1,9.4,9.4,9.4
829,127,7,928,2,1,9.2,9.2,9.2
830,99,7,796,1,1,9.1,9.1,9.1
831,99,7,511,1,1,9.1,9.1,9.1
832,99,7,799,1,1,9.1,9.1,9.1
833,99,7,394,1,1,9.1,9.1,9.1
834,100,7,1139,1,1,9.0,9.0,9.0
835,100,7,73,1,1,9.0,9.0,9.0
836,100,7,827,2,1,9.0,9.0,9.0
837,100,7,1276,1,1,9.0,9.0,9.0
838,100,7,728,3,1,9.0,9.0,9.0
839,100,7,204,0,1,9.0,9.0,9.0
840,95,7,823,1,1,8.8,8.8,8.8
841,95,7,309,1,1,9.0,9.0,9.0
842,95,7,902,1,1,8.8,8.8,8.8
843,95,7,365,1,1,8.8,8.8,8.8
844,95,7,655,1,1,8.8,8.8,8.8
845,95,7,343,1,1,8.8,8.8,8.8
846,95,7,1615,1,1,8.8,8.8,8.8
847,95,7,1359,1,1,8.8,8.8,8.8
848,95,7,1638,1,1,9.0,9.0,9.0
849,95,7,360,1,1,9.0,9.0,9.0
850,87,7,309,1,1,9.9,9.9,9.9
851,87,7,430,7,1,9.9,9.9,9.9
852,87,7,120,1,1,9.9,9.9,9.9
853,87,7,926,5,1,9.9,9.9,9.9
854,119,7,713,1,1,8.8,8.8,8.8
855,119,7,385,1,1,8.8,8.8,8.8
856,119,7,631,1,1,8.8,8.8,8.8
857,119,7,1569,1,1,8.8,8.8,8.8
858,139,7,669,0,1,8.6,8.6,8.6
859,139,7,147,0,1,8.6,8.6,8.6
860,139,7,628,0,1,8.6,8.6,8.6
861,139,7,1105,1,1,9.3,9.3,9.3
862,139,7,337,1,1,8.9,8.9,8.9
863,139,7,1178,1,1,9.0,9.0,9.0
864,139,7,1188,1,1,9.0,9.0,9.0
865,139,7,1524,0,1,8.6,8.6,8.6
866,139,7,1186,1,1,8.9,8.9,8.9
867,139,7,956,1,1,8.9,8.9,8.9
868,139,7,631,3,1,8.7,8.7,8.7
869,139,7,1269,1,1,9.3,9.3,9.3
870,139,7,1315,1,1,8.6,8.6,8.6
871,139,7,48,3,1,8.9,8.9,8.9
872,139,7,110,1,1,8.9,8.9,8.9
873,139,7,846,1,1,9.3,9.3,9.3
874,139,7,1431,2,1,8.9,8.9,8.9
875,139,7,879,1,1,9.0,9.0,9.0
876,139,7,664,1,1,8.9,8.9,8.9
877,139,7,842,3,1,8.4,8.4,8.4
878,139,7,386,1,1,9.3,9.3,9.3
879,139,7,933,1,1,8.6,8.6,8.6
880,139,7,818,1,1,9.4,9.4,9.4
881,139,7,1191,1,1,9.4,9.4,9.4
882,139,7,83,1,1,9.4,9.4,9.4
883,139,7,212,1,1,9.4,9.4,9.4
884,139,7,1643,1,1,9.4,9.4,9.4
885,139,7,1189,0,1,8.6,8.6,8.6
886,139,7,572,0,1,8.6,8.6,8.6
887,139,7,54,1,1,9.3,9.3,9.3
888,139,7,712,1,1,8.7,8.7,8.7
889,139,7,394,1,1,9.0,9.0,9.0
890,139,7,443,1,1,9.4,9.4,9.4
891,139,7,1313,1,1,9.4,9.4,9.4
892,139,7,210,1,1,9.4,9.4,9.4
893,139,7,967,1,1,8.4,8.4,8.4
894,139,7,967,2,1,8.4,8.4,8.4
895,139,7,1427,1,1,8.4,8.4,8.4
896,139,7,1520,1,1,9.3,9.3,9.3
897,139,7,928,2,1,8.7,8.7,8.7
898,139,7,1477,2,1,8.6,8.6,8.6
899,139,7,1632,1,1,8.6,8.6,8.6
900,126,7,253,1,1,9.1,9.1,9.1
901,126,7,547,2,1,9.1,9.1,9.1
902,126,7,1273,1,1,9.1,9.1,9.1
903,118,7,181,1,1,8.8,8.8,8.8
904,118,7,973,4,1,8.8,8.8,8.8
905,118,7,1477,2,1,8.8,8.8,8.8
906,132,7,607,1,1,9.3,9.3,9.3
907,132,7,893,1,1,9.3,9.3,9.3
908,132,7,254,1,1,9.4,9.4,9.4
909,132,7,773,4,1,9.4,9.4,9.4
910,132,7,965,1,1,9.3,9.3,9.3
911,132,7,555,1,1,9.3,9.3,9.3
912,132,7,1034,1,1,9.3,9.3,9.3
913,132,7,762,1,1,9.0,9.0,9.0
914,132,7,943,1,1,9.3,9.3,9.3
915,132,7,902,1,1,9.3,9.3,9.3
916,132,7,631,3,1,9.0,9.0,9.0
917,132,7,430,2,1,9.3,9.3,9.3
918,132,7,720,2,1,9.3,9.3,9.3
919,132,7,1236,1,1,9.3,9.3,9.3
920,132,7,131,1,1,9.3,9.3,9.3
921,132,7,74,1,1,9.3,9.3,9.3
922,132,7,627,1,1,9.3,9.3,9.3
923,132,7,120,1,1,8.4,8.4,8.4
924,132,7,754,1,1,9.3,9.3,9.3
925,132,7,712,1,1,8.4,8.4,8.4
926,132,7,1169,1,1,9.0,9.0,9.0
927,132,7,1393,1,1,9.3,9.3,9.3
928,132,7,928,2,1,9.3,9.3,9.3
929,132,7,89,1,1,9.4,9.4,9.4
930,24,7,893,1,1,8.5,8.5,8.5
931,24,7,663,1,1,8.5,8.5,8.5
932,24,7,631,1,1,8.5,8.5,8.5
933,24,7,720,3,1,9.7,9.7,9.7
934,24,7,1307,2,1,9.7,9.7,9.7
935,24,7,120,1,1,9.7,9.7,9.7
936,24,7,1015,2,1,8.5,8.5,8.5
937,24,7,1380,1,1,9.7,9.7,9.7
938,24,7,1273,1,1,8.5,8.5,8.5
939,2,11,25,4,1,9.8,9.8,9.8
940,2,11,404,2,1,9.8,9.8,9.8
941,2,11,796,2,1,9.4,9.4,9.4
942,2,11,309,1,1,9.6,9.6,9.6
943,2,11,309,2,1,9.6,9.6,9.6
944,2,11,309,3,1,9.6,9.6,9.6
945,2,11,309,4,1,9.6,9.6,9.6
946,2,11,663,4,1,9.4,9.4,9.4
947,2,11,762,1,1,9.7,9.7,9.7
948,2,11,1421,3,1,9.8,9.8,9.8
949,2,11,882,4,1,9.4,9.4,9.4
950,2,11,204,0,1,9.6,9.6,9.6
951,2,11,1150,3,1,9.8,9.8,9.8
952,2,11,1150,4,1,9.8,9.8,9.8
953,2,11,928,2,1,9.7,9.7,9.7
954,4,11,1166,3,1,9.0,9.0,9.0
955,4,11,641,2,1,9.0,9.0,9.0
956,4,11,607,1,1,9.0,9.0,9.0
957,4,11,1425,4,1,9.0,9.0,9.0
958,4,11,778,1,1,9.0,9.0,9.0
959,4,11,692,7,1,9.0,9.0,9.0
960,4,11,965,5,1,9.0,9.0,9.0
961,4,11,631,4,1,9.5,9.5,9.5
962,4,11,882,3,1,9.5,9.5,9.5
963,4,11,1150,5,1,9.5,9.5,9.5
964,4,11,1150,6,1,9.5,9.5,9.5
965,4,11,1150,7,1,9.5,9.5,9.5
966,4,11,928,2,1,9.5,9.5,9.5
967,144,11,139,5,1,8.5,8.5,8.5
968,144,11,609,4,1,8.5,8.5,8.5
969,144,11,1613,5,1,8.5,8.5,8.5
970,144,11,1624,5,1,8.5,8.5,8.5
971,144,11,897,5,1,8.5,8.5,8.5
972,144,11,788,3,1,8.5,8.5,8.5
973,144,11,1155,5,1,8.5,8.5,8.5
974,162,11,624,4,1,8.0,8.0,8.0
975,162,11,994,2,1,8.0,8.0,8.0
976,162,11,1216,2,1,8.0,8.0,8.0
977,162,11,1477,2,1,8.0,8.0,8.0
978,162,11,755,4,1,8.0,8.0,8.0
979,162,11,755,5,1,8.0,8.0,8.0
980,50,11,120,1,1,9.0,9.0,9.0
981,50,11,1150,0,1,9.0,9.0,9.0
982,17,19,153,19,1,9.4,9.4,9.4
983,17,19,676,1,1,9.4,9.4,9.4
984,17,19,430,13,1,9.4,9.4,9.4
985,17,19,498,3,1,9.4,9.4,9.4
986,17,19,993,1,1,9.4,9.4,9.4
987,17,19,1569,7,1,9.4,9.4,9.4
988,17,19,1639,2,1,9.4,9.4,9.4
989,17,19,755,3,1,9.4,9.4,9.4
990,89,17,692,1,1,8.0,8.0,8.0
991,89,17,902,1,1,8.0,8.0,8.0
992,89,17,430,3,1,8.0,8.0,8.0
993,89,17,720,1,1,8.0,8.0,8.0
994,89,17,1177,1,1,8.0,8.0,8.0
995,58,17,1373,3,1,8.1,8.1,8.1
996,58,17,1170,3,1,8.7,8.7,8.7
997,58,17,440,0,1,8.7,8.7,8.7
998,58,17,447,1,1,8.1,8.1,8.1
999,58,17,1548,1,1,8.7,8.7,8.7
1000,58,17,855,1,1,8.1,8.1,8.1
1001,58,17,755,4,1,8.7,8.7,8.7
1002,147,17,317,1,1,8.6,8.6,8.6
1003,147,17,1666,1,1,8.6,8.6,8.6
1004,147,17,1077,2,1,8.6,8.6,8.6
1005,147,17,1353,2,1,8.6,8.6,8.6
1006,60,17,75,1,1,8.3,8.3,8.3
1007,60,17,75,3,1,8.3,8.3,8.3
1008,60,17,1441,4,1,8.2,8.2,8.2
1009,60,17,37,5,1,8.2,8.2,8.2
1010,60,17,118,7,1,8.2,8.2,8.2
1011,60,17,1317,2,1,8.7,8.7,8.7
1012,60,17,317,1,1,8.7,8.7,8.7
1013,60,17,125,2,1,8.7,8.7,8.7
1014,60,17,246,4,1,8.7,8.7,8.7
1015,60,17,380,2,1,8.2,8.2,8.2
1016,60,17,380,3,1,8.2,8.2,8.2
1017,60,17,736,4,1,8.2,8.2,8.2
1018,60,17,1435,2,1,8.2,8.2,8.2
1019,60,17,1470,3,1,8.2,8.2,8.2
1020,60,17,1517,0,1,8.2,8.2,8.2
1021,60,17,1517,1,1,8.2,8.2,8.2
1022,60,17,1612,1,1,8.3,8.3,8.3
1023,60,17,1612,3,1,8.2,8.2,8.2
1024,60,17,1427,1,1,8.7,8.7,8.7
1025,60,17,886,4,1,8.7,8.7,8.7
1026,60,17,755,3,1,8.3,8.3,8.3
1027,60,17,755,4,1,8.2,8.2,8.2
1028,60,17,755,7,1,8.2,8.2,8.2
1029,18,17,1417,1,1,9.1,9.1,9.1
1030,18,17,1020,3,1,9.1,9.1,9.1
1031,18,17,745,1,1,9.1,9.1,9.1
1032,18,17,1149,1,1,8.6,8.6,8.6
1033,18,17,940,1,1,8.6,8.6,8.6
1034,18,17,637,3,1,8.6,8.6,8.6
1035,18,17,733,4,1,8.6,8.6,8.6
1036,4,17,624,4,1,9.8,9.8,9.8
1037,4,17,394,2,1,9.8,9.8,9.8
1038,39,17,1373,4,1,8.9,8.9,8.9
1039,144,17,1435,4,1,8.2,8.2,8.2
1040,144,17,1612,4,1,8.2,8.2,8.2
1041,144,17,1612,5,1,8.7,8.7,8.7
1042,144,17,755,3,1,8.7,8.7,8.7
1043,144,17,755,4,1,8.7,8.7,8.7
1044,38,17,1373,1,1,8.4,8.4,8.4
1045,38,17,1335,1,1,8.4,8.4,8.4
1046,38,17,317,1,1,8.4,8.4,8.4
1047,38,17,720,1,1,8.4,8.4,8.4
1048,38,17,842,3,1,8.4,8.4,8.4
1049,38,17,1636,3,1,8.4,8.4,8.4
1050,38,17,1074,1,1,8.4,8.4,8.4
1051,38,17,1270,5,1,8.4,8.4,8.4
1052,127,17,240,3,1,9.1,9.1,9.1
1053,127,17,380,2,1,9.1,9.1,9.1
1054,127,17,755,4,1,9.1,9.1,9.1
1055,167,17,1435,2,1,8.7,8.7,8.7
1056,139,17,1335,2,1,8.9,8.9,8.9
1057,139,17,1503,1,1,8.4,8.4,8.4
1058,139,17,902,2,1,8.4,8.4,8.4
1059,139,17,1384,7,1,9.1,9.1,9.1
1060,139,17,1507,4,1,8.4,8.4,8.4
1061,139,17,380,3,1,8.9,8.9,8.9
1062,139,17,1435,2,1,8.9,8.9,8.9
1063,139,17,1517,1,1,8.4,8.4,8.4
1064,139,17,1612,2,1,8.9,8.9,8.9
1065,139,17,595,6,1,8.4,8.4,8.4
1066,139,17,991,6,1,9.1,9.1,9.1
1067,139,17,718,5,1,9.1,9.1,9.1
1068,139,17,755,5,1,8.9,8.9,8.9
1069,139,17,1301,3,1,9.1,9.1,9.1
1070,139,17,656,3,1,9.1,9.1,9.1
1071,139,17,831,3,1,9.1,9.1,9.1
1072,132,17,1373,1,1,9.2,9.2,9.2
1073,132,17,75,1,1,9.2,9.2,9.2
1074,132,17,624,3,1,9.2,9.2,9.2
1075,60,8,660,0,1,9.0,9.0,9.0
1076,60,8,309,1,1,9.0,9.0,9.0
1077,60,8,631,5,1,9.0,9.0,9.0
1078,60,8,882,3,1,9.0,9.0,9.0
1079,60,8,204,0,1,9.0,9.0,9.0
1080,60,8,1427,1,1,9.0,9.0,9.0
1081,60,8,928,2,1,9.0,9.0,9.0
1082,121,8,1503,1,1,9.0,9.0,9.0
1083,121,8,1661,2,1,9.0,9.0,9.0
1084,121,8,1151,0,1,9.0,9.0,9.0
1085,121,8,1639,2,1,9.0,9.0,9.0
1086,60,1,306,1,1,8.8,8.8,8.8
1087,60,1,1508,1,1,8.8,8.8,8.8
1088,60,1,149,1,1,8.8,8.8,8.8
1089,151,1,75,7,1,9.4,9.4,9.4
1090,151,1,967,0,1,9.4,9.4,9.4
1091,151,1,967,1,1,9.4,9.4,9.4
1092,151,1,755,3,1,9.4,9.4,9.4
1093,151,1,753,5,1,9.4,9.4,9.4
1094,151,1,753,9,1,9.4,9.4,9.4
1095,151,1,753,10,1,9.4,9.4,9.4
1096,79,1,1574,1,1,9.0,9.0,9.0
1097,79,1,309,1,1,9.0,9.0,9.0
1098,79,1,1503,1,1,9.0,9.0,9.0
1099,79,1,1427,1,1,9.0,9.0,9.0
1100,79,1,755,3,1,9.0,9.0,9.0
1101,104,18,1203,1,1,9.5,9.5,9.5
1102,104,18,44,1,1,9.5,9.5,9.5
1103,104,18,1484,1,1,9.5,9.5,9.5
1104,104,18,1596,1,1,9.5,9.5,9.5
1105,104,18,1234,1,1,9.5,9.5,9.5
1106,104,18,180,3,1,9.5,9.5,9.5
1107,27,18,631,4,1,8.6,8.6,8.6
1108,27,18,631,5,1,8.1,8.1,8.1
1109,3,18,309,1,1,8.3,8.3,8.3
1110,3,18,1475,1,1,8.3,8.3,8.3
1111,3,18,828,1,1,8.3,8.3,8.3
1112,3,18,372,1,1,8.3,8.3,8.3
1113,3,18,1586,1,1,8.3,8.3,8.3
1114,3,18,292,1,1,8.3,8.3,8.3
1115,3,18,1505,1,1,8.3,8.3,8.3
1116,93,18,39,3,1,9.3,9.3,9.3
1117,93,18,668,1,1,9.3,9.3,9.3
1118,93,18,1162,1,1,9.3,9.3,9.3
1119,93,18,1033,3,1,9.3,9.3,9.3
1120,136,18,1295,1,1,8.6,8.6,8.6
1121,136,18,1181,1,1,8.6,8.6,8.6
